word,late,age,links
amok (adv.),,1670,Malay
amole (n.),,1831,Mexican Spanish
among (prep.),early ,12,Old English
amontillado (n.),,1825,Spanish
amorous (adj.),,1300,Old French%Late Latin
amorphous (adj.),,1731,Modern Latin%Greek
amortization (n.),,1670,Medieval Latin
amortize (v.),late ,14,Old French%Vulgar Latin%Latin
Amos,-,-,Hebrew
amount (v.),late ,13,Old French%Latin
amour (n.),,1300,Old French%Latin
ampere (n.),,1881,French
amphi-,-,-,Greek
amphibian (adj.),,1630,Greek
amphibious (adj.),,1640,Greek
amphibrach (n.),,1580,Latin%Greek
Amphictyonic League,,1753,Greek%PIE
amphigory (n.),,1809,French%Greek%Greek
Amphiscians (n.),,1620,Medieval Latin%Greek
amphitheater (n.),late ,14,Latin%Greek
amphora (n.),early ,14,Latin%Greek
amphoteric (adj.),,1832,Greek
ample (adj.),mid-,15,Middle French%Latin
amplification (n.),,1540,Latin
amplify (v.),early ,15,Middle French%Latin
amplitude (n.),,1540,Middle French%Latin
ampoule (n.),,1200,Old French%Latin
ampul (n.),,1907,French%Latin
amputate (v.),,1630,Latin
amputation (n.),,1610,Middle French%Latin
amt (n.),-,-,Danish%German%Old High German
amulet (n.),mid-,15,Latin
amuse (v.),late ,15,Middle French
amusement (n.),,1600,French
Amy,-,-,Old French%Latin%PIE
amygdala (n.),,1540,Greek
amyl (n.),,1850,Latin%Greek
amyloid (adj.),,1857,Latin
amyotrophic lateral sclerosis (n.),,1881,Greek
an,,12,Old English
an- (1),,1,Greek
ana-,,1,Greek%PIE
anabaptism (n.),,1640,Medieval Latin%Late Greek
Anabaptist (n.),,1530,Modern Latin%Latin
anabolic (adj.),,1876,Greek
anachronism (n.),,1640,Latin%Greek
anacrusis (n.),,1833,Greek%PIE
anadiplosis (n.),,1580,Greek
anaemia (n.),,1824,Greek
anaerobic (adj.),,1879,French%Greek
anaesthesia (n.),,1721,Greek%PIE
anaesthetic (adj.),,1846,Greek
anaesthetize (v.),,1848,Greek
anagnorisis (n.),,1800,Greek
anagram (n.),,1580,French%Greek
anal (adj.),,1769,Modern Latin
analemma (n.),,1650,Latin%Greek%PIE
analeptic (adj.),,1660,Greek
analgesia (n.),,1706,Greek
analogize (v.),,1650,French%Greek
analogous (adj.),,1640,Latin%Greek
analogue (n.),,1826,French%Greek
analogy (n.),,1540,Old French%Latin%Greek
analysis (n.),,1580,Medieval Latin%Greek
analyst (n.),,1650,French
analytic (adj.),,1600,Medieval Latin%Greek
analytical (adj.),,1520,Medieval Latin
analytics (n.),,1590,Latin%Greek
analyze (v.),,1600,French
anamnesis (n.),,1650,Greek
anamorphosis (n.),,1727,Greek
ananda (n.),-,-,Sanskrit
ananym (n.),,1867,Greek
anapest (n.),,1670,Latin%Greek%PIE
anapestic (adj.),,1690,Latin%Greek
anaphase (n.),,1887,Greek
anaphora (n.),,1580,Greek
anaphylactic (adj.),,1905,French%Greek
anarchic (adj.),,1755,Greek
anarchy (n.),,1530,French%Medieval Latin%Greek
anasarca (n.),late ,14,Greek
Anasazi,,1889,Navajo
Anastasia,-,-,Greek%PIE
anastomosis (n.),,1610,Greek
anastrophe (n.),,1570,Greek
anathema (n.),,1520,Latin%Greek
anathematization (n.),,1590,Medieval Latin
anathematize (v.),,1560,French%Latin%Greek
Anatolia,-,-,Medieval Latin%Greek
anatomic (adj.),,1712,Latin%Greek
anatomize (v.),early ,15,Medieval Latin%Greek
anatomy (n.),late ,14,Old French%Late Latin%Greek
ancestor (n.),,1300,Old French%Late Latin
ancestral (adj.),,1520,Old French
ancestry (n.),early ,14,Old French
anchor (n.),,9,Old English%Latin
anchorite (n.),mid-,15,Medieval Latin%Greek%Late Latin
anchovy (n.),,1590,Portuguese%Basque
anchylosis (n.),,1713,Greek
ancien regime (n.),,1794,French
ancient (adj.),mid-,14,Old French%Vulgar Latin
ancillary (adj.),,1660,Latin
and (conj.),early ,1900,Old English%Proto-Germanic%PIE
Andalusia,,3,Arabic%Late Latin
andante,,1742,Italian%Vulgar Latin%Latin
Andes,-,-,Quechua
andiron (n.),,1300,Old French%Gaulish
andouille (n.),,1600,French%Latin
Andrew,,1590,Old French%Latin%Greek
andro-,-,-,Greek
androgyne (n.),mid-,12,Medieval Latin%Greek
androgynous (adj.),,1620,Latin%Greek
android (n.),,1842,Modern Latin%Greek
Andromache,-,-,Greek
andron (n.),-,-,Greek
anecdote (n.),,1670,French%Greek
anemone (n.),,1550,Middle French%Latin%Greek
anencephalic (adj.),,1839,Greek
anent (prep.),early ,13,Old English
aneurysm (n.),early ,15,Medieval Latin%Greek%PIE
anew (adv.),,1300,Old English
anfractuous (adj.),,1620,Latin
angel (n.),,14,Latin%Greek
Angeleno (n.),,1888,American Spanish
angelic (adj.),late ,15,Old French%Latin%Greek
anger (v.),,1200,Old Norse%Proto-Germanic%PIE
anger (n.),mid-,13,Old Norse
Angevin,,1650,French%Medieval Latin
angina (n.),,1570,Latin%Greek%Latin
angiosperm (n.),,1853,Modern Latin%Greek
angle (v.1),mid-,15,Old English%PIE
angle (n.),late ,14,Old French%Latin%PIE
Angle,,5,Latin
Anglican (adj.),,1630,Medieval Latin
Anglicism (n.),,1640,Latin
Anglo-,-,-,Medieval Latin
Anglo-Saxon,,1066,Old English%Latin
angst (n.),,1944,German%Old High German
anguish (n.),,1200,Old French%Latin
anguish (v.),early ,14,Old French
anguishous (adj.),early ,13,Old French
angular (adj.),,1590,Latin
anhedonia (n.),,1897,French%Greek
anhydrous (adj.),,1819,Greek
aniline (n.),,1843,Portuguese%Arabic%Persian%Sanskrit
animadversion (n.),,1590,Latin
animadvert (v.),early ,15,Latin
animal (n.),early ,14,Latin
animalcule (n.),,1590,Late Latin
animate (v.),,1530,Latin
animate (adj.),late ,14,Latin
animation (n.),,1590,Latin
animator (n.),,1630,Latin
animism (n.),,1866,Latin%German
animosity (n.),early ,15,Middle French%Latin
animus (n.),,1820,Latin%PIE
anise (n.),,1300,Old French%Latin%Greek
anisette (n.),,1837,French
ankh (n.),,1873,Egyptian
ankle (n.),-,-,Old English%PIE
ankylosaurus (n.),,1907,Greek
anlage (n.),,1892,German
Ann,-,-,Latin%Hebrew
Anna,-,-,Latin%Greek%Hebrew
annalist (n.),,1610,French
annals (n.),,1560,Latin
anneal (v.),,1,Proto-Germanic%PIE
annelid (n.),,1834,French
annex (v.),late ,14,Old French%Medieval Latin
annex (n.),,1540,French
annexation (n.),,1620,Medieval Latin
annihilate (v.),,1520,Old French%Late Latin%Latin
annihilation (n.),,1630,Middle French%Late Latin
anniversary (n.),early ,13,Medieval Latin%Latin
annotate (v.),,1733,Latin
annotation (n.),mid-,15,Latin
announce (v.),,1500,Old French%Latin
announcement (n.),,1798,French%Old French
annoy (v.),late ,13,Anglo-French%Late Latin%Latin
annoyance (n.),late ,14,Old French
annual (adj.),late ,14,Old French%Late Latin%PIE
Annuit Coeptis,,625,Latin
annuity (n.),early ,15,Medieval Latin%Latin
annul (v.),late ,14,Old French%Late Latin%Latin
annular (adj.),,1570,French%Latin
annunciate (v.),,1530,Latin
annunciation (n.),early ,14,Anglo-French%Latin
anode (n.),,1834,Greek
anodyne (adj.),,1540,Medieval Latin%Latin%Greek%PIE
anoint (v.),,1300,Old French%Latin
anomalous (adj.),,1640,Late Latin%Greek
anomaly (n.),,1570,Latin%Greek
anomic (adj.),,1950,French
anomy (n.),,1590,French%Greek
anonym (n.),,1812,French%Latin%Greek
anonymous (adj.),,1600,Late Latin%Greek
Anopheles (n.),,1818,Greek
anorak (n.),,1924,Greenland Eskimo
anorectic (adj.),,1832,Greek
anorexia (n.),,1590,Greek
anosmia (n.),,1811,Greek
anoxic (adj.),,1920,Greek
Anschauung (n.),,1856,German%Middle High German
anschluss (n.),,1924,German
Anselm,,2,Latin%Old High German
answer (v.),early ,15,Old English
ant (n.),,1500,Middle English%Old English%West Germanic%PIE
Antaeus,-,-,Greek
antagonism (n.),,1797,French
antagonist (n.),,1590,French%Late Latin%Greek
antagonize (v.),,1630,Greek
antalgic (adj.),,1775,Greek
antarctic (adj.),late ,14,Old French%Medieval Latin%Greek
Antares,-,-,Greek
ante,,1838,Latin%PIE
ante-,-,-,Latin%PIE
antecede (v.),early ,15,Latin
antecedent,late ,14,Old French%Latin
antechamber (n.),,1650,French
antedate (v.),,1580,Latin
antediluvian (adj.),,1640,Latin
antelope (n.),early ,15,Old French%Medieval Latin%Greek
antenatal (adj.),,1798,Latin
antenna (n.),,1640,Latin%PIE
anteroom (n.),,1762,Latin
anthem (n.),late ,14,Late Latin%Greek
anther (n.),,1550,French%Modern Latin%Greek%PIE
anthesis (n.),,1835,Greek
anthology (n.),,1630,Latin%Greek
Anthony,,4,Latin
anthracite (n.),,1812,Latin%Greek
anthrax (n.),late ,14,Greek
anthropic (adj.),,1836,Greek
anthropo-,,2,Attic%Greek%PIE
anthropoid (adj.),,1835,Greek
anthropolatry (n.),,1650,Greek
anthropology (n.),,1590,Modern Latin
anthropomorphous (adj.),,1753,Greek
anthropopathy (n.),,1640,Greek
anthropophagy (n.),,1630,French%Greek
anti-,-,-,Old French%Latin%Greek%PIE
anti-Semitism (n.),,1881,German
antibiotic (adj.),,1894,French%Late Latin
antic (n.),,1520,Italian%Latin
antichrist (n.),,1300,Late Latin%Greek
anticipate (v.),,1530,Latin
anticipation (n.),late ,14,Latin
antidote (n.),,1510,Middle French%Latin%Greek
antigen (n.),,1908,German%French
antimetabole (n.),,1590,Greek
antimony (n.),early ,15,Old French%Medieval Latin%Egyptian
antinomian (n.),,1640,Medieval Latin%Greek
antinomy (n.),,1590,Latin%Greek
antipasto (n.),,1934,Italian%Latin
antipathetic (adj.),,1630,Greek
antipathic (adj.),,1830,French
antipathy (n.),,1600,Latin%Greek
antiphon (n.),,1500,Middle French%Medieval Latin%Greek
antiphony (n.),,1590,Greek
antiphrasis (n.),,1530,Latin%Greek
antipodes (n.),late ,14,Latin%Greek%Greek
antipope (n.),early ,15,Medieval Latin%Greek
antiquarian (n.),,1600,Latin
antiquated (adj.),,1620,Latin
antiquation (n.),,1640,Late Latin
antique (adj.),,1530,Middle French%Latin%PIE
antiquity (n.),late ,14,Old French%Latin
antistrophe (n.),,1600,Greek
antithesis (n.),,1520,Late Latin%Greek
antithetic (adj.),,1600,Greek
antithetical (adj.),,1580,Greek
antitype (n.),,1610,Greek
antler (n.),late ,14,Anglo-French%Gallo-Roman%Latin
Antonia,-,-,Latin
antonomasia (n.),,1580,Greek
Antony,-,-,Latin
antonym (n.),,1867,Greek
antrum (n.),late ,14,Greek
Anubis,-,-,Greek%Egyptian
anuria (n.),,1838,Greek
anus (n.),,1650,Old French%Latin%PIE
anxiety (n.),,1520,Latin
anxious (adj.),,1620,Latin
any (adj.),,1896,Old English%Proto-Germanic%PIE
anywise (adv.),,1200,Old English
aorist (n.),,1580,Greek
aorta (n.),,1570,Medieval Latin%Greek
Apache,,1745,Zuni
apart (adv.),late ,14,Old French%Latin
apartheid (n.),,1947,Afrikaans%Dutch
apartment (n.),,1640,French%Italian%Latin
apathy (n.),,1600,French%Latin%Greek
ape (n.),,1955,Proto-Germanic
apercu (n.),,1820,French%Gallo-Roman%Latin
aperitif (n.),,1894,French%Latin
apert (adj.),,1300,Old French%Latin
aperture (n.),early ,15,Latin
apex (n.),,1600,Latin%PIE
aphasia (n.),,1867,Modern Latin%Greek
aphid (n.),,1884,Modern Latin
aphonia (n.),,1719,Modern Latin%Greek
aphorism (n.),,1520,Middle French%Late Latin%Greek
aphoristic (adj.),,1753,Greek
aphotic (adj.),,1903,Greek
aphrodisiac (n.),,1719,Greek
Aphrodite (n.),,17,Greek%Phoenician
apiary (n.),,1650,Latin
apical (adj.),,1828,Latin
aplasia (n.),,1885,Greek
aplomb (n.),,1828,French%Latin
apnea (n.),,1719,Greek
apo-,-,-,Greek%PIE
apocalypse (n.),late ,14,Church Latin%Greek
Apocrypha,late ,14,Greek
apodal (adj.),,1769,Greek
apodictic (adj.),,1650,Latin%Greek
apodyterium (n.),,1690,Latin%Greek
apogee (n.),,1590,French%Latin%Greek
apologetic (adj.),,1640,French%Latin%Greek
apologist (n.),,1630,French
apologue (n.),,1550,French%Latin%Greek
apology (n.),early ,15,Late Latin%Greek
aponeurosis (n.),,1670,Greek
apophatic (adj.),,1850,Greek
apoplectic (adj.),,1610,French%Latin%Greek
apoplexy (n.),late ,14,Old French%Late Latin%Greek
aporetic (adj.),,1600,French%Greek
aporia (n.),,1580,Greek
aposiopesis (n.),,1570,Greek
apostasy (n.),late ,14,Latin
apostate (n.),mid-,14,Old French%Late Latin%Greek
apostatize (v.),,1610,Late Latin
apostille (n.),,1520,French%Medieval Latin
apostle (n.),,12,Late Latin%Greek%PIE
apostolic (adj.),early ,15,French%Church Latin%Greek
apostrophe (n.),,1580,Middle French%Late Latin%Greek
apothecary (n.),mid-,14,Old French%Late Latin%Latin%Greek
apothegm (n.),,1550,Greek
apotheosis (n.),,1600,Late Latin%Greek
apothesis (n.),,1811,Greek
appall (v.),early ,14,Old French%Latin
appanage (n.),,1600,French%Medieval Latin
apparat (n.),,1950,German%Latin
apparatus (n.),,1620,Latin
apparel (v.),mid-,13,Old French%Vulgar Latin
apparel (n.),early ,14,Old French
apparent (adj.),late ,14,Old French%Latin
apparition (n.),,1500,Anglo-French%Late Latin
appeal (v.),early ,14,Anglo-French%Latin
appeal (n.),,1300,Old French
appear (v.),late ,13,Latin
appearance (n.),late ,14,Anglo-French%Latin
appease (v.),,1300,Anglo-French%Latin
appeasement (n.),mid-,15,Middle French
appellant (n.),late ,14,Old French%Latin
appellate (adj.),,1726,Latin
appellation (n.),late ,15,Old French%Latin
appellative (adj.),mid-,15,Latin
appellee (n.),,1530,Old French
append (v.),late ,14,Old French%Latin
appendicular (adj.),,1650,Latin
appendix (n.),,1540,Latin
apperceive (v.),,1300,Old French
apperception (n.),,1753,French%German
appertain (v.),late ,14,Anglo-French%Late Latin
appetence (n.),,1600,French%Latin
appetite (n.),,1300,Anglo-French%Latin
applaud (v.),late ,15,Latin
applause (n.),early ,15,Latin
apple (n.),,1340,Old English%Proto-Germanic%PIE
applicant (n.),late ,15,Latin
application (n.),early ,15,Old French%Latin
applique (n.),,1841,French%Latin
apply (v.),late ,14,Old French%Latin
appoint (v.),late ,14,Anglo-French%Latin
appointment (n.),early ,15,Middle French
apportion (v.),,1570,Middle French%Old French
appose (v.),,1590,French%Latin
apposite (adj.),,1620,Latin
apposition (n.),mid-,15,Latin
appositive (adj.),,1690,Latin
appraise (v.),,1400,Late Latin
appreciable (adj.),,1818,French%Medieval Latin%Late Latin
appreciate (v.),,1650,Late Latin
appreciation (n.),,1600,Anglo-French%Old French%Late Latin
apprehend (v.),mid-,14,Old French%Latin
apprehensible (adj.),late ,15,Latin
apprehension (n.),late ,14,Old French%Latin
apprehensive (adj.),late ,14,Medieval Latin%Latin
apprentice (n.),,1300,Old French%Latin
apprise (v.),,1690,French
approach (v.),,1300,Anglo-French%Late Latin%Latin
approbate (v.),late ,15,Latin
approbation (n.),late ,14,Old French%Latin
appropre (v.),mid-,14,Old French%Late Latin
appropriate (v.),early ,15,Late Latin%Latin
appropriate (adj.),early ,15,Latin
appropriation (n.),late ,14,Late Latin
approve (v.),,1300,Old French%Latin
approximate (adj.),early ,15,Latin
appurtenance (n.),,1300,Anglo-French%Latin
appurtenant (adj.),late ,14,Anglo-French
apraxia (n.),,1877,German
apricate (v.),,1690,Latin
apricot (n.),,1550,Catalan%Arabic%Latin
April,,1300,Old French%Latin
apron (n.),mid-,15,Old French%Latin
apropos (adv.),,1660,French%Latin
apse (n.),,1846,Latin%Greek
apsis (n.),,1650,Latin
apt (adj.),mid-,14,Old French%Latin%PIE
aptitude (n.),early ,15,Middle French%Late Latin%Latin
aqua-,-,-,Latin%PIE
aquamarine (n.),,1590,Latin
aquanaut (n.),,1881,Greek
aquarelle (n.),,1855,French%Italian%Latin
Aquarius,,11,Latin
aquatic (adj.),late ,15,Latin
aquatint (n.),,1782,Italian%Latin
aqueduct (n.),,1530,Latin
aqueous (adj.),,1640,Latin
aquifer (n.),,1897,Latin
aquiline (adj.),,1640,Latin
Arab (n.),late ,14,Old French%Latin%Greek%Arabic
arabesque (n.),,1610,French%Italian
Arabic (adj.),early ,14,Old French%Latin
arable (adj.),early ,15,Old French%Latin%PIE
arachnid (n.),,1869,French%Greek
arachnoid (adj.),,1789,Modern Latin%Greek
arbalest (n.),,1300,Old French%Vulgar Latin%Late Latin%Latin
arbiter (n.),late ,14,Old French%Latin
arbitrage (n.),late ,15,Old French%Late Latin%Latin
arbitrary (adj.),early ,15,Old French%Latin
arbitrate (v.),,1580,Latin
arbitration (n.),late ,14,Old French%Latin
arbitrator (n.),early ,15,Old French%Latin
arbitrer (n.),late ,14,Anglo-French%Old French
arbor (n.),,1300,Old French%Latin
arboreal (adj.),,1660,Latin
arboretum (n.),,1838,Latin
arborist (n.),,1570,Latin
arc (n.),late ,14,Old French%Latin%PIE
arcade (n.),,1731,Italian%Latin
Arcadian,,1580,Greek
arcane (adj.),,1540,Latin%PIE
arch (n.),,1300,Old French%Latin
Archaean (adj.),,1872,Greek
archaeology (n.),,1600,French%Greek
archaic (adj.),,1810,Greek
archaism (n.),,1640,Modern Latin%Greek
archangel (n.),late ,12,Old French%Late Latin%Greek
archbishop (n.),,12,Old English%Late Latin%Greek
archdeacon (n.),-,-,Old English%Church Latin%Ecclesiastical Greek
archduke (n.),,1520,Merovingian Latin
archer (n.),late ,13,Anglo-French%Latin
archery (n.),,1400,Anglo-French
archetypal (adj.),,1640,Latin
archetype (n.),,1540,Latin%Greek
Archibald,,1915,Old High German
archipelago (n.),,1500,Italian%Greek
architect (n.),,1550,Middle French%Latin%Greek
architectonic (adj.),,1670,Latin%Greek
architecture (n.),,1560,Middle French%Latin
architrave (n.),,1560,Italian%Latin%PIE
archives (n.),,1600,French%Late Latin%Greek
archon (n.),,1650,Greek%PIE
Arctic (adj.),late ,14,Old French%Medieval Latin%Latin%Greek
Arcturus,late ,14,Latin%Greek%PIE
arcuate (adj.),,1620,Latin
ardent (adj.),early ,14,Old French%Latin%PIE%PIE
ardor (n.),early ,15,Old French%Latin
arduous (adj.),,1530,Latin%PIE
are (v.),,17,Old English
are (n.),,10,Latin
area (n.),,1530,Latin
areal (adj.),,1670,Latin
arena (n.),,1620,Latin
areola (n.),,1706,Latin
arete (n.1),,1862,Swiss French%Latin
argent (n.),,1300,Old French%Latin%PIE
Argentina,-,-,Latin%Spanish
argentine (adj.),mid-,15,Latin
Argive (adj.),,1520,Latin%Greek
argon (n.),,1894,Greek
argosy (n.),,1570,Italian
argot (n.),,1860,French%Middle French
argue (v.),,1300,Old French%Latin%PIE
argument (n.),early ,14,Old French%Latin
argumentation (n.),mid-,15,Old French%Latin
argumentative (adj.),mid-,15,Old French%Latin
Argus,late ,14,Greek
aria (n.),,1,Italian
arid (adj.),,1650,French%Latin%PIE
aridity (n.),,1590,Middle French%Latin
ariel,,1382,Greek%Hebrew
Aries,,1894,Latin
aril (n.),,1794,Modern Latin%Medieval Latin
Arimasp (n.),-,-,Greek
arioso,,1742,Italian
aristarchy (n.),-,-,Greek
aristocracy (n.),,1560,Middle French%Late Latin%Greek
aristocrat (n.),,1789,French
aristocratic (adj.),,1600,French%Greek
aristology (n.),,1835,Greek
arithmancy (n.),,1570,Greek
arithmetic (n.),mid-,13,Old French%Latin%Greek%PIE%Medieval Latin
arithmocracy (n.),,1850,Greek
arithmomania (n.),,1890,French%Greek
ark (n.),,17,Old English%Latin
arm (n.1),,1938,Proto-Germanic%PIE
arm (n.2),,1300,Old French%Latin%PIE
arm (v.),,1200,Old French%Latin
armada (n.),,1530,Spanish%Medieval Latin
armadillo (n.),,1570,Spanish%Latin
Armageddon (n.),,1811,Hebrew
armament (n.),,1600,Latin%Latin
armature (n.),,1400,Latin
armistice (n.),,1707,French%Latin%PIE
armoire (n.),,1570,French%Old French%Latin
armor (n.),,1300,Old French%Latin
armorer (n.),late ,14,Anglo-French
Armorica,-,-,Gallo-Roman
army (n.),late ,14,Old French%Medieval Latin%Latin
Arnold,-,-,Old High German
aroma (n.),early ,13,Latin%Greek
aromatherapy (n.),,1992,French
aromatic (adj.),,1400,Middle French%Latin%Greek
aromatize (v.),late ,15,Old French%Latin%Greek
arpeggio (n.),,1742,Italian
arrack (n.),,1600,Arabic
arraign (v.),late ,14,Old French%Vulgar Latin%Latin
arraignment (n.),mid-,15,Old French
arrange (v.),late ,14,Old French%Frankish
arrangement (n.),,1727,French
arras (n.),late ,14,Anglo-French%Latin
array (v.),early ,14,Vulgar Latin%Latin%Proto-Germanic
